X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,t,TE,y,e,wt,v
e,e,d,c,a,0.09,1.86,-0.7,-0.85,2.06,-2.01,1.37,0.8,0.36,0.77,-0.66,0.77,0.61,0.37,1.09,1,16.86,27.970000000000002,0.91,1.1,30.77
b,e,c,c,c,-0.48,0.24,0.11,-1.02,-0.84,-1.73,1.68,1.11,0.85,1.37,-2.14,-0.53,-0.28,1.44,1.4,0,11.43,7.26,0.73,3.7,26.86
c,a,a,a,b,0.65,-0.02,0.01,0.77,-1.42,-0.6,0.64,0.95,0.16,0.83,-2.26,-2.01,-0.48,1.3,-2.82,1,8.8,11.52,0.61,1.64,18.89
b,a,a,d,d,0.86,-0.49,0.24,-0.02,1.75,1.23,0.08,0.45,-0.35,-0.44,1.15,0.6,-1.09,-2.65,-1.62,1,10.76,19.17,0.67,1.49,28.56
e,b,d,c,d,0.2,0.05,0.07,0.13,-1.75,-0.32,0.7,0.78,-0.55,0.1,-0.53,-0.49,0.33,-0.49,-0.54,1,6.16,10.95,0.44,2.27,24.86
b,a,e,c,d,0.16,-0.63,1.12,-0.98,-0.03,0.68,0.58,-0.17,-1.13,0.27,-0.3,0.99,-2.12,0.0,2.98,1,10.25,18.43,0.63,1.59,29.3
c,a,c,a,d,-1.09,0.18,-2.15,-0.86,-1.03,-1.34,0.26,0.98,-0.24,-0.83,-0.13,1.24,-1.7,-1.34,-1.47,0,5.35,5.07,0.25,1.33,6.74
d,a,d,e,b,0.81,-0.03,-1.27,0.63,0.77,-0.75,1.66,0.15,-0.64,-0.61,-1.01,1.24,0.88,2.19,-0.63,1,11.28,20.14,0.68,1.47,29.61
e,b,c,b,b,-0.2,-0.42,-0.3,-0.32,-1.68,1.76,0.11,0.13,0.12,1.2,0.77,-0.05,-0.78,-1.3,1.37,1,14.86,21.05,0.79,1.27,26.73
b,e,c,b,a,0.1,1.91,-1.26,1.53,1.19,1.05,0.11,0.0,-0.29,-0.68,1.68,-0.6,-1.6,0.23,1.63,1,16.66,27.02,0.88,1.14,30.8
d,e,c,d,d,-0.19,-1.01,-0.62,-2.06,-0.05,0.28,2.28,-0.5,1.23,-1.75,-0.44,-0.19,-0.12,-0.83,-2.06,1,6.63,10.350000000000001,0.23,4.35,45.02
b,a,b,c,e,-0.38,-0.19,1.14,-0.26,0.14,0.68,-0.13,0.93,0.69,-1.0,0.09,-0.47,-0.48,-0.89,1.19,1,7.64,15.780000000000001,0.53,1.89,29.82
e,c,b,d,d,-0.53,0.05,0.18,0.08,1.15,0.52,-0.76,0.32,-0.51,0.51,0.08,0.04,-0.32,-0.49,0.58,1,8.63,16.72,0.52,1.92,32.1
d,b,d,a,b,0.24,-0.36,0.02,1.93,1.07,1.28,0.3,1.75,-1.62,-0.25,-1.25,-0.08,0.24,-0.97,-0.6,0,13.53,8.14,0.75,4.0,32.56
e,a,d,e,e,-0.65,-0.67,-0.72,-0.03,-0.85,-1.42,1.93,-0.75,0.65,-1.34,0.75,1.28,0.72,-1.34,0.66,0,9.6,6.3500000000000005,0.28,1.39,8.83
b,e,b,d,b,0.41,0.19,0.55,0.45,-1.41,-0.43,-0.36,0.84,1.01,0.12,-0.25,-0.24,-0.52,1.61,0.79,0,9.01,9.23,0.78,4.55,42.0
d,c,b,d,d,-0.64,0.04,2.33,1.0,-1.34,1.02,-0.62,0.96,-0.69,-1.49,0.99,-1.82,1.21,-0.29,1.43,0,12.45,8.99,0.68,3.13,28.14
a,d,b,d,a,1.3,0.69,0.12,0.04,0.28,0.14,-0.39,0.1,2.34,-1.65,0.81,0.06,-1.53,1.76,-0.31,1,10.03,19.04,0.74,1.35,25.7
d,c,e,d,c,-1.21,0.36,0.69,-0.2,-1.35,-0.71,0.64,0.69,-1.17,-1.39,1.34,0.49,-0.5,0.42,0.98,1,6.73,14.21,0.48,2.08,29.56
c,c,b,b,d,-0.99,-1.5,1.24,-0.88,-0.04,-0.73,-0.1,-0.72,-0.21,1.34,-0.95,-0.57,-0.74,1.15,-1.3,1,7.26,10.68,0.37,2.7,28.84
b,b,b,a,e,0.84,0.55,2.74,-0.74,-0.29,1.33,0.13,0.64,1.12,-0.2,0.14,2.02,0.26,1.38,1.53,0,16.18,13.650000000000002,0.97,33.33,454.95
a,c,b,d,d,0.49,1.54,0.17,0.7,-0.6,-0.38,0.89,0.69,0.94,-0.11,0.26,-0.73,-0.82,0.51,0.02,1,8.53,17.0,0.81,1.23,20.91
d,b,d,d,e,1.81,0.84,-0.01,-1.18,0.42,0.98,-0.34,-0.57,-0.55,-0.9,1.43,1.38,-0.64,-0.38,-0.05,0,9.22,10.190000000000001,0.58,2.38,24.25
d,e,c,c,d,0.2,-0.73,1.68,-0.84,-1.04,1.29,-0.54,-1.33,0.13,0.97,-0.43,0.12,-2.43,-1.22,-1.33,0,9.03,2.5300000000000002,0.31,1.45,3.67
d,a,a,d,c,1.74,-1.17,1.05,-1.7,-0.41,-0.59,-0.18,0.89,0.83,0.36,2.15,-0.02,0.14,0.37,-1.02,1,9.1,18.41,0.56,1.79,32.95
a,d,a,e,b,-0.99,-1.15,0.07,0.32,1.81,-1.23,0.86,-0.96,1.4,-0.15,-0.15,-0.37,-1.54,-0.23,0.64,1,12.86,18.19,0.53,1.89,34.38
e,c,e,b,e,-0.77,0.33,1.79,0.08,1.41,-0.71,-0.91,-0.72,0.34,1.21,-0.45,-1.57,1.59,0.17,-0.38,1,14.34,22.080000000000002,0.81,1.23,27.16
d,a,e,a,a,0.96,0.73,0.88,-0.65,-0.31,-1.19,1.73,0.93,1.9,-1.57,-0.3,-1.53,-1.34,-0.51,1.07,1,10.93,20.1,0.57,1.75,35.18
d,d,b,d,a,-0.68,-0.01,-0.2,-1.62,0.51,0.87,-0.21,-0.87,0.66,-0.22,-0.33,-0.53,1.46,2.0,-0.28,1,8.73,15.96,0.53,1.89,30.16
d,b,b,c,c,0.84,0.57,0.53,-0.8,-1.35,-1.18,1.83,0.2,0.87,-0.38,0.24,-0.79,1.33,0.92,-0.25,1,10.2,18.06,0.73,1.37,24.74
d,a,a,c,c,-1.49,0.38,-0.28,-1.66,-0.27,-0.59,0.13,0.59,-0.79,-0.11,0.52,-0.74,1.66,-0.4,-1.67,0,9.6,6.09,0.44,1.79,10.9
d,c,d,e,d,-0.55,-0.59,1.21,-0.64,-0.03,0.66,0.21,1.52,-1.34,0.06,-0.46,0.22,0.4,-0.72,0.88,0,9.32,7.94,0.74,3.85,30.57
c,b,b,b,c,-0.28,0.61,-1.74,-1.29,1.71,-0.14,-2.18,-0.94,0.33,-1.1,0.06,0.31,-0.87,-0.17,-0.19,1,10.57,15.8,0.54,1.85,29.23
e,a,c,a,a,-0.67,-1.73,0.52,-1.05,0.24,0.91,-2.18,2.08,0.78,-0.34,-0.55,-0.76,-0.95,-0.19,0.44,0,8.56,6.57,0.41,1.69,11.1
b,c,e,c,b,0.88,-0.9,-1.25,0.11,-0.67,1.35,-2.59,1.02,-0.83,-0.65,-0.03,-0.32,0.67,-1.09,1.0,1,8.77,16.02,0.71,1.41,22.59
d,d,e,c,e,-0.0,0.19,1.42,0.2,-0.68,0.28,0.49,-1.36,0.06,-0.83,0.18,-0.48,-0.55,-0.86,-0.23,1,3.99,9.71,0.62,1.61,15.63
a,c,d,b,d,0.77,-0.73,0.74,-1.19,2.05,0.62,-0.83,-1.1,-1.74,-0.42,1.11,1.0,-0.05,0.78,0.11,0,12.93,7.5600000000000005,0.78,4.55,34.4
c,c,b,d,a,-2.23,0.85,-0.82,0.8,0.4,-0.06,0.92,1.01,-1.61,0.15,0.77,-1.17,0.14,-0.22,0.71,1,7.24,13.55,0.68,1.47,19.92
d,e,b,a,b,-1.36,-0.54,-0.51,0.33,-0.39,0.91,0.59,1.64,0.08,-0.45,0.23,0.2,-0.17,1.21,-0.03,1,9.34,17.84,0.55,1.82,32.47
e,b,e,d,d,-0.96,-0.55,1.23,-0.03,0.16,1.61,-0.88,0.22,-0.99,-0.48,-0.62,0.25,-0.58,-0.21,-0.04,1,7.22,13.84,0.68,1.47,20.34
a,d,c,e,d,0.2,0.57,-0.17,-0.54,0.37,-1.97,-0.54,-2.23,-0.66,0.36,-0.87,0.46,-0.47,0.94,0.26,1,6.76,12.440000000000001,0.7,1.43,17.79
e,b,d,a,b,0.16,1.38,0.28,-1.21,0.32,-0.81,0.96,0.82,0.0,1.86,-2.11,1.02,0.86,0.39,-0.33,0,15.07,7.890000000000001,0.79,4.76,37.56
a,c,b,d,b,-0.73,0.55,0.0,-1.53,-2.4,0.06,0.12,-0.54,-1.16,-2.49,1.89,-1.15,0.33,1.22,-0.79,1,7.72,11.43,0.35,2.86,32.69
b,b,e,a,e,-0.63,-0.8,0.71,0.49,0.44,-0.04,0.42,-0.76,0.56,0.07,-0.47,-0.13,-0.62,1.6,0.81,1,9.19,16.88,0.74,1.35,22.79
a,e,d,b,c,-1.71,-0.53,1.43,-0.31,0.33,-0.23,0.6,-0.27,-1.35,0.81,-0.17,-0.07,-0.85,-1.71,0.09,0,9.11,4.48,0.28,1.39,6.23
e,e,d,b,d,-0.31,0.04,-0.84,1.18,-2.31,-1.2,-0.81,-2.18,1.64,-0.55,-0.21,-1.81,1.23,2.07,1.3,0,15.12,4.78,0.5,2.0,9.56
a,c,a,b,c,-0.46,-0.24,0.49,0.77,-0.09,-0.02,-0.11,-1.64,-0.68,0.01,1.31,-0.78,-0.13,0.9,0.09,1,9.96,15.580000000000002,0.68,1.47,22.9
d,d,b,c,b,0.04,-0.91,1.04,-0.22,-0.92,0.47,0.21,0.49,-0.98,1.47,1.73,1.49,-0.93,0.9,-0.79,0,10.57,8.5,0.6,2.5,21.25
c,c,c,e,e,1.57,0.49,-0.01,0.74,1.19,-1.57,0.68,0.26,0.68,-0.3,0.03,-0.56,-0.55,-0.59,0.28,1,10.03,20.48,0.56,1.79,36.66
e,a,e,d,c,-1.49,0.19,-0.02,0.4,-2.69,-1.94,-0.17,0.1,1.69,0.11,-0.46,-0.16,0.62,-0.51,1.05,1,9.3,15.02,0.41,2.44,36.65
e,e,b,b,e,-0.83,1.1,0.11,-0.33,1.17,-0.25,0.25,0.5,0.94,-1.75,-0.31,0.51,-0.1,-0.45,-0.42,1,10.98,19.0,0.67,1.49,28.31
e,c,c,c,b,1.25,0.28,0.01,-0.07,0.2,-1.31,-0.89,0.16,-0.33,-1.57,0.13,0.36,1.28,0.75,0.48,1,9.0,19.37,0.57,1.75,33.9
e,a,e,e,b,-0.12,-1.45,1.86,0.56,0.41,-0.11,2.29,-0.49,1.67,-0.42,0.37,0.95,0.14,-0.88,0.47,1,11.99,21.26,0.64,1.56,33.17
a,b,d,d,e,-1.43,0.19,0.29,-0.66,-0.47,1.11,0.55,0.23,1.37,1.04,1.33,-1.25,-0.92,0.27,-0.64,1,10.6,15.120000000000001,0.42,2.38,35.99
a,a,e,c,a,0.04,0.07,0.28,0.03,1.28,0.56,-1.56,-1.01,1.16,0.14,-0.16,0.64,-1.65,-0.53,0.69,1,11.64,19.48,0.88,1.14,22.21
c,d,a,a,c,-0.21,-1.4,-0.54,-0.81,1.53,0.04,0.77,0.08,0.41,0.03,0.76,-0.27,-1.07,-0.63,-0.42,1,9.5,15.129999999999999,0.63,1.59,24.06
c,b,d,a,b,-0.36,-0.44,-0.15,-0.21,-0.82,-0.47,-0.06,-0.64,-0.03,0.2,1.27,-0.37,-0.92,-0.12,0.01,1,7.62,13.469999999999999,0.7,1.43,19.26
a,c,d,d,b,0.44,0.34,1.56,0.66,-1.44,1.03,-1.04,-0.9,-2.11,-0.81,-0.26,-1.61,0.78,1.07,-0.67,0,10.64,4.550000000000001,0.32,1.47,6.69
d,a,b,d,e,-0.09,1.68,-0.88,0.04,0.13,0.6,0.49,-0.01,-0.17,0.83,0.07,-0.03,0.26,1.93,1.46,0,10.03,9.86,0.73,3.7,36.48
e,b,e,e,d,0.23,1.04,-0.49,-1.02,0.78,0.3,-0.08,-1.02,-0.53,-1.08,0.43,-0.8,0.35,0.72,-0.85,1,10.15,15.510000000000002,0.55,1.82,28.23
b,d,a,a,a,1.36,-0.21,1.17,1.25,-0.44,-0.09,0.55,-0.79,2.13,-0.8,-0.11,-0.6,2.29,-0.01,1.26,1,17.14,28.060000000000002,0.96,1.04,29.18
b,b,c,b,c,0.08,1.12,2.7,-2.11,1.4,0.14,1.54,-1.18,-0.07,2.13,0.22,1.14,-0.27,-0.1,1.32,1,19.67,29.830000000000002,0.84,1.19,35.5
c,a,b,a,b,1.37,-0.62,-0.48,1.5,0.91,0.13,-1.07,1.31,0.99,-0.49,0.2,-0.07,-1.69,-0.1,1.25,1,11.02,21.44,0.89,1.12,24.01
c,e,d,a,a,0.34,-0.42,0.54,-0.79,1.24,0.11,-0.99,-0.03,-0.83,-0.14,-2.09,-1.52,0.99,0.19,-0.83,0,9.21,5.090000000000001,0.63,2.7,13.74
a,d,e,b,a,-0.18,-1.34,1.2,0.36,0.6,0.33,-0.43,-1.5,1.7,0.81,0.51,-0.18,0.43,-1.53,-0.76,0,12.34,6.41,0.57,2.33,14.94
a,a,a,e,c,-0.09,-0.19,-0.08,-1.41,1.26,0.3,-1.09,-0.49,-1.62,0.22,-1.19,-0.97,1.01,-2.95,-1.33,0,11.26,3.4800000000000004,0.24,1.32,4.59
b,c,a,d,c,0.65,-0.1,0.57,-0.58,1.15,-0.38,0.16,0.87,-1.8,-0.9,-1.43,-0.21,-1.71,-1.47,-0.24,0,8.85,6.300000000000001,0.5,2.0,12.6
c,d,a,d,a,0.44,0.96,-0.72,0.77,-1.35,-0.97,-0.49,-0.15,1.46,1.02,0.91,0.83,-1.22,-0.6,0.34,1,13.15,22.060000000000002,0.63,1.59,35.08
a,d,b,e,b,-0.37,1.31,-0.25,0.7,-1.07,-0.56,0.99,-0.31,-0.54,0.05,-2.33,-1.62,-0.33,0.29,-1.24,0,7.27,2.95,0.37,1.59,4.69
c,b,e,d,c,0.11,-0.71,0.66,1.31,1.18,0.18,0.02,0.32,-0.36,-0.82,-1.42,0.67,1.04,1.46,1.81,1,14.71,25.18,0.92,1.09,27.45
a,e,c,d,b,1.02,0.21,-1.37,1.65,0.63,0.8,-0.36,-1.14,-0.08,1.03,-2.15,-1.5,1.18,-0.25,0.77,1,15.6,21.240000000000002,0.75,1.33,28.25
e,c,b,c,a,1.2,0.15,1.02,0.55,-0.6,1.35,-0.82,0.4,0.86,0.49,-1.23,0.24,-0.96,2.1,-1.09,1,11.09,18.95,0.78,1.28,24.26
e,e,d,d,a,1.58,-1.0,-0.82,0.76,-0.09,0.0,0.0,-0.61,0.11,-0.44,-1.34,0.36,-1.09,-0.22,0.66,0,6.3,5.7700000000000005,0.43,1.75,10.1
c,d,a,d,a,1.78,0.81,-0.41,0.2,-0.39,0.35,-0.62,-0.7,0.14,1.22,0.48,0.88,-0.49,-1.37,-0.15,1,10.01,17.88,0.83,1.2,21.46
d,d,b,d,e,-1.29,0.04,0.92,-0.37,-0.96,0.13,-0.26,-1.13,-0.78,0.33,-1.45,-0.37,0.04,-0.83,-1.93,0,3.06,2.2500000000000004,0.49,1.96,4.41
e,e,d,b,d,0.5,-0.82,1.41,-0.57,-1.12,-3.23,-0.7,-0.9,-0.52,0.48,1.05,-0.94,1.2,0.73,-0.16,1,9.73,16.0,0.46,2.17,34.72
b,e,b,e,e,0.52,-0.31,-0.59,-1.69,-0.44,-0.34,-0.01,0.1,-1.12,-0.45,0.13,-0.22,-1.17,-0.04,0.08,0,3.21,6.73,0.24,1.32,8.88
e,a,c,c,e,-1.68,0.74,0.14,0.77,-0.64,0.27,-1.77,-1.02,0.47,1.41,0.14,1.15,-2.08,-0.05,0.75,1,11.06,16.73,0.8,1.25,20.91
b,c,c,e,b,-0.82,-0.18,-0.53,0.37,0.38,0.77,-0.88,-0.44,-1.23,1.2,-1.3,-0.62,-0.78,0.32,1.6,1,11.67,17.12,0.68,1.47,25.17
c,a,d,c,d,1.41,1.23,-0.1,-1.52,0.63,-0.07,0.93,-0.69,0.24,-1.01,-0.22,0.53,-0.18,0.9,1.46,0,9.21,8.68,0.69,3.23,28.04
e,b,b,a,e,-0.28,1.25,2.16,0.64,0.21,-1.61,-0.93,0.98,0.3,0.46,1.1,0.98,-1.05,-0.59,0.81,1,11.8,21.62,0.92,1.09,23.57
d,c,b,d,c,0.59,-1.62,-0.1,0.56,0.56,-0.47,-0.53,-0.72,-0.54,0.48,1.19,-0.78,0.99,1.33,-0.52,1,10.16,17.96,0.67,1.49,26.76
a,b,b,a,e,1.41,0.38,-0.33,1.24,1.1,1.03,0.21,-1.97,0.66,-0.57,0.21,-0.58,-0.64,-0.27,0.41,0,12.15,7.65,0.7,3.33,25.47
b,c,d,a,e,1.55,-0.03,1.14,0.86,-0.97,0.2,-0.57,1.16,-3.22,-0.24,0.66,-1.85,-0.9,-2.2,1.74,1,9.49,17.05,0.3,3.33,56.78
b,e,e,e,c,0.38,-1.45,0.12,1.06,-0.68,-1.04,-1.35,0.3,-1.24,0.61,-0.01,0.39,1.49,-0.93,1.14,1,12.95,21.080000000000002,0.83,1.2,25.3
a,b,d,c,a,0.04,-1.55,-0.11,1.65,0.09,0.05,-0.07,1.01,-1.06,-0.71,-0.7,-0.93,0.4,-0.12,-0.45,1,10.22,14.73,0.79,1.27,18.71
c,b,c,b,e,0.18,1.33,-0.25,0.74,-1.28,-0.87,-0.76,0.43,2.07,0.31,-0.77,-0.55,-0.45,0.78,0.42,0,13.54,8.92,0.74,3.85,34.34
c,d,b,b,e,0.34,0.87,-0.6,-1.37,-1.02,-0.83,-1.97,-1.51,-2.86,1.17,0.81,0.46,0.3,-1.61,0.7,1,9.06,14.52,0.48,2.08,30.2
b,e,b,e,b,-0.15,0.32,-0.43,0.87,-0.0,1.36,0.7,0.08,-0.93,0.04,-1.96,-2.21,-0.52,1.01,0.95,0,10.38,5.12,0.59,2.44,12.49
e,e,b,a,e,0.78,-1.2,0.78,0.94,-0.24,0.49,-1.2,1.04,0.46,0.52,-0.78,0.41,0.29,-0.2,-0.56,1,9.86,17.490000000000002,0.78,1.28,22.39
c,c,e,d,e,0.59,0.0,0.57,0.54,1.16,0.25,-0.59,-1.32,0.17,1.44,-1.56,-2.02,-0.36,-0.93,0.56,1,8.5,12.66,0.73,1.37,17.34
b,d,a,d,c,-0.03,-1.1,-0.24,0.85,0.03,-0.58,-0.18,-0.77,-0.21,0.68,-0.16,-1.89,-0.62,-1.07,-1.05,0,6.99,1.8400000000000003,0.19,1.23,2.26
a,c,d,a,c,-0.91,0.67,-0.01,-0.19,-0.19,-0.2,0.48,-0.42,-0.39,-0.09,2.41,-0.41,0.64,-0.26,-0.52,1,9.44,16.16,0.64,1.56,25.21
b,b,e,a,e,-1.35,-0.05,0.89,-0.69,0.17,0.7,-1.0,0.39,0.86,1.52,0.62,-0.68,1.78,1.26,1.03,1,14.79,25.130000000000003,0.82,1.22,30.66
d,a,a,e,b,-0.22,0.84,0.1,-0.45,-1.49,-0.17,-0.31,1.2,-0.66,-1.65,-1.46,1.05,1.77,-0.71,0.8,1,12.76,22.92,0.87,1.15,26.36
c,a,e,c,e,-0.11,0.08,-0.41,-0.33,-0.04,-0.13,1.16,-0.1,0.28,-0.8,-0.01,-0.09,0.12,-0.89,-1.08,1,2.82,9.88,0.45,2.22,21.93
b,b,b,a,b,0.94,-2.17,-1.79,-2.27,0.4,-1.04,-0.25,-0.1,1.03,0.33,-0.71,-0.89,-0.66,1.42,-1.88,1,9.2,12.68,0.34,2.94,37.28
c,e,a,b,d,-1.18,1.41,0.54,0.06,-0.28,-0.07,-0.1,1.64,1.65,0.11,-0.65,-0.4,1.11,-0.31,-0.6,0,13.51,9.370000000000001,0.79,4.76,44.6
a,e,b,e,c,-0.61,-0.22,-0.58,0.93,0.24,-0.46,-0.09,0.54,-0.49,-1.68,-1.32,-1.55,0.41,1.37,0.51,0,9.38,5.340000000000001,0.5,2.0,10.68
e,b,d,a,a,0.6,1.02,-1.53,-0.74,0.06,0.91,0.91,-1.73,-2.08,-2.27,-0.83,-0.27,0.06,-0.25,0.76,0,9.1,3.1800000000000006,0.37,1.59,5.06
d,c,b,e,d,-0.84,1.02,0.18,-0.88,1.18,1.34,-0.37,0.59,-0.8,-0.03,-0.89,-0.91,-1.19,0.39,-0.26,1,10.4,16.25,0.69,1.45,23.56
c,b,e,a,b,0.03,-0.25,0.0,1.82,-1.01,-0.58,0.36,0.4,0.54,0.1,-0.84,-0.31,0.13,0.41,0.33,0,9.1,7.890000000000001,0.63,2.7,21.3
a,a,c,c,c,-1.68,0.16,0.54,0.71,0.59,0.41,1.4,0.27,-1.43,2.1,0.12,-0.66,-1.91,-1.22,1.17,1,12.45,16.78,0.59,1.69,28.36
c,d,d,b,c,0.39,-0.36,-0.81,0.34,-0.01,-0.15,-0.28,1.66,-1.05,0.17,-0.2,-0.01,-0.78,-0.53,1.09,1,6.26,13.18,0.75,1.33,17.53
d,d,e,d,a,0.44,0.21,0.63,1.13,-0.05,-0.87,1.91,1.0,0.57,0.15,2.26,0.42,-0.15,-0.3,-0.79,1,8.68,20.39,0.85,1.18,24.06
c,c,d,e,d,1.68,-0.59,1.12,0.94,-0.01,1.91,-0.31,-0.11,2.22,-0.38,1.35,-0.03,-1.21,0.94,0.28,1,14.2,25.16,0.96,1.04,26.17
d,c,a,b,e,0.95,1.03,-0.01,0.1,-1.17,0.64,0.14,-1.82,1.55,-1.47,1.21,-0.85,-1.01,-0.99,0.42,1,11.78,19.38,0.76,1.32,25.58
d,e,b,a,e,1.83,0.04,0.45,-1.51,-0.48,0.81,1.01,-0.76,1.42,-0.32,0.74,-1.27,0.65,-0.13,-0.87,1,9.63,17.94,0.63,1.59,28.52
c,d,e,d,c,0.86,-0.12,-1.44,-0.63,-1.18,-0.08,-0.11,-0.29,-0.01,0.27,2.27,-0.16,-0.79,-0.3,-1.75,0,3.7,6.37,0.34,1.52,9.68
c,e,c,d,a,1.6,1.4,-0.08,0.8,-1.31,0.77,-0.99,-0.45,0.52,-1.15,1.64,-0.36,0.91,-0.43,-0.21,0,12.45,10.31,0.88,8.33,85.88
b,e,a,c,d,-0.06,0.28,1.06,2.04,1.36,0.63,0.83,-1.64,0.36,0.23,-0.29,0.02,0.87,-0.55,0.06,1,16.11,24.110000000000003,0.72,1.39,33.51
b,d,a,d,c,2.0,-0.51,-0.45,-0.23,-0.15,-0.79,-0.42,1.12,-0.08,-0.17,-0.68,0.76,0.45,-0.68,-0.58,0,6.1,8.56,0.69,3.23,27.65
e,d,a,e,e,-0.4,-0.08,-0.95,-2.1,0.42,1.35,-0.52,0.94,-1.07,-0.22,0.98,-0.34,-1.67,-0.03,0.77,0,8.38,5.5,0.54,2.17,11.93
b,e,d,e,a,-0.89,0.87,0.81,-1.52,1.65,0.62,0.76,-0.03,-0.56,-0.42,-0.36,-1.01,-0.34,2.03,-1.13,0,10.67,5.930000000000001,0.53,2.13,12.63
b,a,a,d,e,1.34,0.31,-0.85,-1.02,0.87,0.77,0.96,-2.41,0.76,0.72,1.44,-0.17,-0.69,-0.74,-0.65,1,10.56,16.98,0.71,1.41,23.94
a,a,b,a,d,0.35,1.24,-0.28,3.08,-0.58,-0.73,0.49,0.59,0.34,-0.74,0.41,-0.9,0.09,0.92,0.96,1,12.14,21.34,0.9,1.11,23.69
c,e,a,a,a,0.58,1.24,-0.36,0.06,0.15,0.26,-0.53,-0.98,0.26,-0.84,-0.05,-0.29,0.22,1.01,-1.18,1,8.71,15.670000000000002,0.75,1.33,20.84
a,a,d,a,c,1.64,-0.65,0.69,0.42,-0.7,-2.01,-1.94,0.31,0.95,-1.43,-1.07,0.55,-0.77,-3.16,0.23,1,9.17,15.830000000000002,0.6,1.67,26.44
a,b,b,d,e,-0.36,-0.3,1.23,0.86,-0.12,-0.44,-1.46,0.25,-1.08,1.63,0.66,-0.43,-0.38,-1.19,1.22,1,9.81,17.5,0.58,1.72,30.1
a,b,a,b,c,1.39,1.9,-0.13,1.57,-1.42,0.58,-2.32,0.01,0.28,-0.22,-0.4,0.83,1.31,0.65,-0.84,1,18.42,29.220000000000002,0.92,1.09,31.85
b,c,b,a,d,0.13,2.05,-1.65,0.82,-0.69,1.04,1.02,-0.43,-1.06,2.54,0.71,-0.36,0.37,2.17,1.14,1,18.06,28.27,0.92,1.09,30.81
e,d,b,c,b,0.42,-1.11,-1.37,-1.2,-1.22,-1.13,-2.28,-1.52,0.23,-0.04,0.19,-0.71,-0.33,-2.58,-0.68,0,4.85,1.0300000000000002,0.18,1.22,1.26
a,a,a,b,a,0.29,2.32,0.62,-1.88,-2.18,0.3,-0.6,0.17,0.73,0.87,1.16,-0.08,0.26,1.19,0.83,1,14.61,23.200000000000003,0.91,1.1,25.52
d,e,c,c,b,-0.04,0.15,0.72,-0.45,-1.77,-0.23,-1.38,0.96,-2.04,0.58,0.03,1.64,-1.31,1.04,1.79,0,10.5,8.01,0.64,2.78,22.27
d,e,d,e,c,1.56,-0.67,-0.32,0.33,0.49,1.47,1.27,-0.93,-2.45,-0.57,-0.44,-0.04,0.44,-1.22,-0.12,0,10.7,5.58,0.71,3.45,19.25
c,a,c,a,c,-0.1,0.77,0.89,0.86,1.06,-0.01,0.9,-1.59,0.85,0.0,0.69,-1.54,-0.07,1.04,-0.37,1,11.93,18.240000000000002,0.75,1.33,24.26
d,c,b,b,c,0.07,-0.86,-1.55,0.69,0.61,-0.66,-0.12,-1.75,-0.0,0.52,-0.6,-0.58,0.07,-0.74,0.01,0,8.52,5.050000000000001,0.2,1.25,6.31
c,d,c,b,b,-0.42,1.54,-0.34,0.31,-1.23,-1.07,1.43,-1.73,0.97,0.09,-0.44,-0.31,-0.87,0.03,-0.28,1,9.46,15.190000000000001,0.57,1.75,26.58
c,c,d,c,b,-0.18,-1.78,-0.83,0.61,-0.16,-0.18,-0.13,1.77,-0.19,0.39,-1.62,1.3,-1.28,0.81,-0.66,1,8.58,15.25,0.61,1.64,25.01
b,e,b,b,d,0.55,-0.6,-0.16,-0.28,0.12,0.12,0.65,-0.5,-1.27,-1.32,1.7,0.19,0.71,-0.62,0.06,1,9.34,17.12,0.73,1.37,23.45
d,a,c,e,e,-1.2,0.6,-1.01,0.57,-1.8,-1.57,0.91,-0.19,-0.81,-1.56,-1.29,1.38,1.23,-0.47,0.75,0,8.7,7.11,0.35,1.54,10.95
d,d,e,a,e,1.2,0.91,-1.66,0.01,-0.74,0.3,-0.23,-0.1,-0.22,1.67,0.88,0.6,-0.19,0.75,-0.89,1,8.44,17.16,0.8,1.25,21.45
c,a,c,c,c,-0.74,-1.39,-1.04,-0.83,-0.46,-0.33,1.85,-0.35,-1.65,-1.5,0.62,0.23,0.71,0.09,0.25,0,6.2,5.0200000000000005,0.19,1.23,6.17
b,e,b,e,d,1.93,-0.08,1.87,-0.21,1.18,1.79,0.87,-1.05,-1.82,-0.13,0.58,0.32,0.36,-1.4,-0.01,1,11.5,19.88,0.9,1.11,22.07
b,b,d,a,d,0.44,0.79,0.42,-0.27,-1.08,1.07,0.85,0.58,1.68,1.07,1.26,0.41,-0.8,0.76,-2.23,1,15.28,24.950000000000003,0.78,1.28,31.94
a,c,c,d,b,0.72,-0.07,1.57,0.49,0.3,0.3,-0.23,0.62,-1.2,2.44,0.34,-1.42,0.31,0.78,2.5,1,15.27,25.330000000000002,0.91,1.1,27.86
a,c,e,a,c,-1.78,-1.35,-1.19,0.46,-0.58,-0.48,1.79,-0.03,-0.62,-0.36,-0.76,0.96,-1.32,0.38,1.1,0,9.71,4.2,0.38,1.61,6.76
