Sex,Age,SibSp,Parch,Fare,Embarked,Deck,Title,Pclass_over_1,Survived,e,wt,v,TE
female,31,1,1,26.25,S,Unknown,Officer,1,1,0.8901705854963222,1.1233801883516983,1.1233801883516983,0
male,11,1,2,120.0,S,B,Master,1,1,0.999999882059199,1.000000117940815,1.000000117940815,0
male,0,0,1,8.5167,C,Unknown,Master,0,1,0.08522312260093086,1.0931627424200323,1.0931627424200323,0
male,27,0,0,6.975,S,Unknown,Mr,0,1,0.1484059304950878,1.1742683936037341,1.1742683936037341,0
male,31,0,0,7.775,S,Unknown,Mr,0,0,0.18264641753674213,1.2234607169473715,0.0,0
male,39,0,0,0.0,S,A,Officer,1,0,0.784743779288507,1.2743012769169784,0.0,0
female,18,0,0,7.775,S,Unknown,Miss,0,0,0.26574938864895725,1.3619328122314676,0.0,0
male,39,0,0,13.0,S,Unknown,Mr,1,0,0.3859999115321399,2.590674168889637,0.0,0
female,33,1,0,53.1,S,E,Mr,1,1,0.9981788792176759,1.0018244433139594,1.0018244433139594,0
male,26,0,0,7.8875,S,Unknown,Mr,0,0,0.1618551259459219,1.1931111565033312,0.0,0
male,39,0,0,24.15,S,Unknown,Mr,0,0,0.7663540408564392,4.2799798621193474,0.0,0
male,35,0,0,10.5,S,Unknown,Mr,1,0,0.2759440232400817,3.6239233894548324,0.0,0
female,6,4,2,31.275,S,Unknown,Miss,0,0,0.022412819641349998,1.0229266709830702,0.0,0
male,30,0,0,8.05,S,Unknown,Mr,0,0,0.18387626455350983,1.2253043951146865,0.0,0
male,33,0,0,0.0,S,B,Mr,1,0,0.5317124714597026,1.8807157132401173,0.0,0
female,23,0,0,7.925,S,Unknown,Miss,0,0,0.30334178533329503,1.4354241132122725,0.0,0
male,31,1,1,37.0042,C,Unknown,Mr,1,0,0.5939261754235726,1.683710941493404,0.0,0
male,43,0,0,6.45,S,Unknown,Mr,0,0,0.21340826375724542,1.271307533405594,0.0,0
male,10,3,2,27.9,S,Unknown,Master,0,0,0.0707644655409451,1.07615342172869,0.0,0
female,52,1,1,93.5,S,B,Mr,1,1,0.999998789836423,1.0000012101650415,1.0000012101650415,0
male,27,0,0,8.6625,S,Unknown,Mr,0,1,0.18285292155132118,1.2237699018620494,1.2237699018620494,0
male,38,0,0,0.0,S,Unknown,Royalty,1,0,0.3437610192482031,2.9089976582771815,0.0,0
female,27,0,1,12.475,S,E,Mr,0,1,0.5922348122632917,2.4523917933026063,2.4523917933026063,0
male,2,4,1,39.6875,S,Unknown,Master,0,0,0.20266583043912284,1.2541792866480799,0.0,0
male,33,0,0,6.95,Q,Unknown,Mr,0,0,0.025127081407843758,1.0257747250217295,0.0,0
male,33,0,0,56.4958,S,Unknown,Mr,0,0,0.9969362836955946,326.40097862914996,0.0,0
male,1,0,2,37.0042,C,Unknown,Master,1,1,0.7487669389883548,1.335529051738157,1.335529051738157,0
male,33,0,0,7.75,Q,Unknown,Mr,0,1,0.02819988849371115,1.029018198454414,1.029018198454414,0
female,62,0,0,80.0,S,B,Mr,1,1,0.9999989908624579,1.0000010091385605,1.0000010091385605,0
female,15,1,0,14.4542,C,Unknown,Mr,0,1,0.1406105755787904,1.1636168325826097,1.1636168325826097,0
male,0,1,1,18.75,S,Unknown,Master,1,1,0.2090520796232781,4.7834970204651786,4.7834970204651786,0
male,33,0,0,7.2292,C,Unknown,Mr,0,0,0.108161355175386,1.1212790629819103,0.0,0
male,23,0,0,7.8542,S,Unknown,Mr,0,0,0.1484252588482864,1.1742950461958845,0.0,0
male,18,0,0,8.3,S,Unknown,Mr,0,0,0.1366268666103046,1.158247762556489,0.0,0
female,39,1,1,83.1583,C,E,Miss,1,1,0.9999318574804787,1.0000681471632407,1.0000681471632407,0
male,21,0,0,8.6625,S,Unknown,Mr,0,0,0.1554733024085743,1.184095189473561,0.0,0
male,33,0,0,8.05,S,Unknown,Mr,0,0,0.1989738390565327,1.2483986775440352,0.0,0
male,32,0,0,56.4958,S,Unknown,Mr,0,1,0.9968353105646045,315.9867722928802,315.9867722928802,0
male,33,0,0,29.7,C,C,Mr,1,1,0.9587450420248167,1.043030165650771,1.043030165650771,0
male,20,0,0,7.925,S,Unknown,Mr,0,0,0.13775073449760278,1.1597574390711032,0.0,0
male,16,0,0,10.5,S,Unknown,Mr,1,0,0.17041424776100553,5.868053951700285,0.0,0
female,30,0,0,31.0,C,Unknown,Miss,1,1,0.9020084892223879,1.1086370161128856,1.1086370161128856,0
male,34,0,0,6.4375,C,Unknown,Mr,0,0,0.10025155923466225,1.1114217648984053,0.0,0
male,17,0,0,8.6625,S,Unknown,Mr,0,0,0.13914463794225584,1.1616353269957589,0.0,0
male,42,0,0,7.55,S,Unknown,Mr,0,0,0.23612321341473272,1.3091116493672579,0.0,0
male,33,8,2,69.55,S,Unknown,Mr,0,0,0.08268448417982743,1.0901374529851915,0.0,0
male,35,0,0,7.8958,C,Unknown,Mr,0,0,0.12500747120171518,1.142866901244746,0.0,0
male,28,0,1,33.0,S,Unknown,Officer,1,0,0.9600947075576679,1.04156391252676,0.0,0
female,33,1,0,89.1042,C,C,Mr,1,1,0.999992202548218,1.0000077975125827,1.0000077975125827,0
male,4,4,2,31.275,S,Unknown,Master,0,0,0.034261367127967415,1.035476852599421,0.0,0
male,74,0,0,7.775,S,Unknown,Mr,0,0,0.4750620366694464,1.9049870077129472,0.0,0
female,9,1,1,15.2458,C,Unknown,Miss,0,0,0.06573974021784955,1.0703655534199632,0.0,0
female,16,0,1,39.4,S,D,Miss,1,1,0.993928831443984,1.0061082527882763,1.0061082527882763,0
female,44,1,0,26.0,S,Unknown,Mr,1,0,0.8083057599524852,1.2371556031702449,0.0,0
female,18,0,1,9.35,S,Unknown,Mr,0,1,0.16901547577378379,1.2033918452707228,1.2033918452707228,0
female,45,1,1,164.8667,S,Unknown,Mr,1,1,0.9999999994144013,1.0000000005855987,1.0000000005855987,0
male,51,0,0,26.55,S,E,Mr,1,1,0.9586651478083676,1.0431170907653513,1.0431170907653513,0
female,24,0,3,19.2583,C,Unknown,Mr,0,1,0.10905967040763039,1.122409623613658,1.122409623613658,0
male,33,0,0,7.2292,C,Unknown,Mr,0,0,0.108161355175386,1.1212790629819103,0.0,0
male,41,2,0,14.1083,S,Unknown,Mr,0,0,0.08530237757460175,1.0932574606987775,0.0,0
male,21,1,0,11.5,S,Unknown,Mr,1,0,0.08781238897564565,11.387914754002937,0.0,0
female,48,0,0,25.9292,S,D,Mr,1,1,0.9926748637440196,1.0073791898269213,1.0073791898269213,0
female,21,8,2,69.55,S,Unknown,Miss,0,0,0.1310542877897105,1.1508198797095792,0.0,0
male,24,0,0,13.0,S,Unknown,Mr,1,0,0.27846846020935967,3.5910709573650625,0.0,0
female,42,0,0,13.0,S,Unknown,Mr,1,1,0.626361336824445,1.596522552094044,1.596522552094044,0
female,27,1,0,13.8583,C,Unknown,Miss,1,1,0.18447490992496954,5.420791371611047,5.420791371611047,0
male,31,0,0,50.4958,S,A,Mr,1,0,0.9987554578975599,1.0012460929175395,0.0,0
male,33,0,0,9.5,S,Unknown,Mr,0,0,0.2354323689373577,1.3079287683290222,0.0,0
male,4,1,1,11.1333,S,Unknown,Master,0,1,0.08874655731767774,1.0973895440728845,1.0973895440728845,0
male,26,0,0,7.8958,S,Unknown,Mr,0,0,0.16202201895166546,1.1933487783879133,0.0,0
female,47,1,1,52.5542,S,D,Mr,1,1,0.9990563328613661,1.000944558487439,1.000944558487439,0
male,33,0,0,5.0,S,B,Mr,1,0,0.7042930118839298,1.4198635839436724,0.0,0
male,47,0,0,9.0,S,Unknown,Mr,0,0,0.3107572438736087,1.450867624086604,0.0,0
female,28,1,0,24.0,C,Unknown,Mr,1,1,0.5067359922052408,1.973414194733132,1.973414194733132,0
female,15,0,0,7.225,C,Unknown,Miss,0,1,0.14298714504482082,1.1668436409303322,1.1668436409303322,0
male,20,0,0,9.8458,S,Unknown,Mr,0,0,0.17515691197085492,1.2123517969816169,0.0,0
male,19,0,0,7.8958,S,Unknown,Mr,0,0,0.13343155132809667,1.153976932269566,0.0,0
male,33,0,0,7.8958,S,Unknown,Mr,0,0,0.19535752924992308,1.2427879913768576,0.0,0
female,56,0,1,83.1583,C,C,Mr,1,1,0.9999932760402405,1.0000067240049715,1.0000067240049715,0
female,25,0,1,26.0,S,Unknown,Mr,1,1,0.7506258147097882,1.3322217014167392,1.3322217014167392,0
male,33,0,0,7.8958,S,Unknown,Mr,0,0,0.19535752924992308,1.2427879913768576,0.0,0
female,22,0,0,10.5167,S,Unknown,Miss,0,0,0.3822583997836013,1.6187998341858374,0.0,0
male,28,0,0,10.5,S,Unknown,Mr,1,0,0.23283647903080498,4.29485965499288,0.0,0
male,25,0,0,7.05,S,Unknown,Mr,0,0,0.14171700679211757,1.1651168762676307,0.0,0
female,39,0,5,29.125,Q,Unknown,Mr,0,0,0.0379220705351138,1.039416838671485,0.0,0
male,27,0,0,13.0,S,Unknown,Officer,1,0,0.7256345191642097,1.3781042295945432,0.0,0
female,19,0,0,30.0,S,B,Miss,1,1,0.9934488760132778,1.0065943242223112,1.0065943242223112,0
female,21,1,2,23.45,S,Unknown,Miss,0,0,0.22432146720476212,1.289193857662138,0.0,0
male,26,0,0,30.0,C,C,Mr,1,1,0.9508560662336689,1.0516838830938837,1.0516838830938837,0
male,32,0,0,7.75,Q,Unknown,Mr,0,0,0.027322031459409975,1.0280894934840603,0.0,0
