X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,t,TE,y,e,wt,v
d,d,-1.35,0.04,1.33,-0.54,-0.15,-0.26,-1.46,0.82,0,6.17,4.0,0.32,1.47,5.88
d,c,0.18,0.21,0.6,0.15,0.44,0.22,0.54,-0.54,0,3.66,6.73,0.62,2.63,17.7
d,e,-1.18,1.11,0.91,0.19,1.02,-0.88,-0.41,0.57,1,7.9,13.12,0.81,1.23,16.14
e,b,0.79,0.47,-0.39,-0.33,-0.86,0.95,-1.37,1.95,1,6.93,11.8,0.88,1.14,13.45
b,e,-1.72,-0.12,2.54,-0.71,-0.09,-1.53,-0.09,-1.29,0,6.39,4.84,0.18,1.22,5.9
a,a,0.94,-2.0,-2.25,-0.46,-0.7,-0.0,-1.37,-0.22,0,2.92,3.24,0.34,1.52,4.92
c,b,-0.55,-0.63,0.07,-1.29,-0.03,0.09,-0.76,-1.46,0,1.16,4.87,0.19,1.23,5.99
a,e,0.66,-1.28,0.35,-0.48,0.28,0.66,-0.62,0.72,0,6.32,6.29,0.63,2.7,16.98
e,e,-0.39,1.03,-0.45,0.57,1.16,-1.22,1.63,0.67,1,7.15,13.49,0.8,1.25,16.86
d,e,1.05,-0.75,-0.83,0.02,-1.71,-0.61,0.4,-0.62,0,3.95,3.31,0.18,1.22,4.04
d,d,-1.29,0.23,-1.99,0.43,0.17,-3.12,0.9,0.62,0,4.55,2.66,0.25,1.33,3.54
e,d,-1.4,0.57,0.53,0.82,-0.04,-0.76,2.19,0.24,1,5.14,12.76,0.75,1.33,16.97
e,c,0.97,-0.9,0.31,0.83,-0.57,-0.23,-1.25,1.53,1,7.09,12.33,0.65,1.54,18.99
d,e,-0.17,1.05,0.49,-0.56,-1.14,0.34,0.4,0.79,0,5.19,5.45,0.5,2.0,10.9
e,c,0.33,-0.96,-0.96,-0.11,-1.17,-0.91,-0.49,0.37,0,3.99,3.65,0.23,1.3,4.74
c,b,-0.45,0.37,0.65,-1.3,-0.14,1.82,0.17,-0.52,1,3.44,9.45,0.49,2.04,19.28
d,b,-0.06,2.14,-0.06,0.97,0.17,0.8,0.83,-2.28,1,5.83,14.56,0.86,1.16,16.89
a,c,-1.1,-1.5,-0.45,-0.46,-1.2,0.32,-0.96,1.14,0,3.24,2.27,0.31,1.45,3.29
c,e,-0.15,-0.03,-0.83,-0.64,0.7,-0.48,0.91,-1.19,0,3.77,5.1,0.45,1.82,9.28
a,b,-0.79,-0.55,0.0,0.41,-0.27,-0.44,2.1,0.85,0,3.13,5.67,0.25,1.33,7.54
b,c,-0.91,0.42,-0.89,-1.86,-0.94,-0.27,-0.45,-1.31,0,2.1,2.99,0.4,1.67,4.99
b,b,1.04,0.85,-0.33,0.83,-0.13,-0.27,-0.03,1.34,1,6.54,14.22,0.85,1.18,16.78
d,d,0.82,0.73,1.53,-0.2,0.77,-1.17,0.25,-1.05,1,8.6,15.24,0.71,1.41,21.49
c,b,-1.07,-1.05,0.32,0.24,0.98,-0.78,-1.27,2.43,1,7.53,12.45,0.4,2.5,31.12
b,a,0.92,-1.56,1.39,-0.04,0.63,-0.5,1.61,-1.55,1,7.37,15.49,0.61,1.64,25.4
b,b,-0.64,-0.4,2.09,0.29,-1.1,-0.39,0.85,0.36,1,5.26,11.96,0.58,1.72,20.57
a,d,-0.02,0.15,0.25,-0.43,-1.44,-0.4,-0.44,-1.41,0,3.88,3.89,0.25,1.33,5.17
b,c,1.02,-0.67,-0.01,-0.1,0.72,1.22,0.52,-0.6,0,6.34,6.7,0.78,4.55,30.48
c,c,0.76,0.12,0.45,1.5,0.09,-0.07,-0.24,-2.2,0,4.82,7.49,0.55,2.22,16.63
c,d,0.5,-1.32,-0.61,-0.46,1.16,-1.28,0.62,0.1,0,5.44,5.99,0.45,1.82,10.9
d,d,0.14,1.2,0.04,-1.43,-0.52,0.84,-0.26,0.6,0,6.05,5.4,0.8,5.0,27.0
e,b,0.87,-0.06,-1.1,0.59,1.3,-0.34,2.16,3.56,1,11.54,20.53,0.8,1.25,25.66
a,c,0.11,2.47,0.51,1.56,-1.43,0.01,-2.42,-1.79,0,6.89,5.05,0.43,1.75,8.84
d,e,-1.11,0.66,1.03,0.51,-0.21,0.99,-0.83,0.66,1,6.66,12.370000000000001,0.45,2.22,27.46
a,e,0.2,0.78,0.45,0.76,0.82,0.44,-0.09,0.69,0,6.99,7.4399999999999995,0.89,9.09,67.63
d,a,1.21,0.11,0.85,1.44,0.93,0.27,-0.92,0.41,1,7.67,16.009999999999998,0.91,1.1,17.61
c,b,0.31,-0.15,0.64,1.75,1.65,0.73,-0.0,0.81,1,6.61,14.74,0.85,1.18,17.39
e,a,2.09,0.4,-0.55,1.98,0.8,0.08,-1.16,0.35,0,8.48,8.3,0.91,11.11,92.21
c,c,0.52,1.65,1.13,0.35,-0.39,0.2,-0.61,-2.09,1,8.01,13.2,0.54,1.85,24.42
d,c,-0.15,-1.04,-0.17,1.3,-1.86,0.98,0.48,-1.69,0,2.39,5.17,0.13,1.15,5.95
d,b,0.19,-0.22,1.34,-1.86,-1.56,-1.6,-0.57,1.07,0,4.99,2.21,0.11,1.12,2.48
a,a,-0.52,0.06,0.12,1.17,-0.44,0.13,0.11,-1.29,1,3.17,8.780000000000001,0.62,1.61,14.14
c,a,-0.19,1.14,-1.0,-0.95,-0.12,0.37,-0.48,-0.12,1,2.73,7.45,0.83,1.2,8.94
e,c,-0.05,-0.46,-0.55,0.24,0.29,0.53,0.38,1.41,1,3.93,9.01,0.82,1.22,10.99
a,b,0.72,-2.15,0.18,0.12,1.08,0.39,-0.74,0.4,0,6.35,5.75,0.48,1.92,11.04
d,b,-0.97,0.62,-1.08,1.01,0.98,-0.62,0.88,0.69,1,4.31,11.870000000000001,0.43,2.33,27.66
a,a,0.4,-0.57,-1.29,0.0,-1.44,0.94,0.02,0.26,0,3.31,4.18,0.37,1.59,6.65
c,b,0.9,0.86,0.35,0.62,-0.1,-0.21,1.36,2.71,1,8.52,15.88,0.85,1.18,18.74
d,c,-0.32,-0.99,1.95,2.18,0.82,-0.33,0.18,1.83,0,8.51,7.52,0.73,3.7,27.82
c,d,0.06,0.06,-0.59,-0.77,1.69,0.96,1.54,-0.9,1,5.12,14.21,0.92,1.09,15.49
c,a,1.54,0.42,1.53,-0.68,1.26,-1.1,0.17,0.66,1,11.0,18.84,0.92,1.09,20.54
e,a,0.37,0.77,0.88,0.25,0.18,0.62,-0.41,-1.64,1,6.62,14.67,0.9,1.11,16.28
b,a,-1.89,-1.25,0.34,-0.62,0.61,-1.09,-0.81,-1.06,1,3.39,6.7,0.5,2.0,13.4
c,e,-0.13,0.19,-1.56,-1.02,0.95,-1.61,-0.08,-0.06,0,2.92,4.28,0.7,3.33,14.25
c,a,-1.55,1.08,-1.1,-0.19,-0.24,0.26,1.82,0.11,1,3.32,9.96,0.73,1.37,13.65
e,a,-0.14,-2.34,-1.47,-1.92,-1.18,-0.26,0.37,-0.57,0,1.06,3.15,0.33,1.49,4.69
a,c,-1.23,-0.08,0.9,0.3,-1.17,-1.91,0.34,-0.21,0,2.88,3.75,0.15,1.18,4.42
c,d,1.58,-0.39,-0.14,-0.77,-0.27,0.62,-0.54,-1.54,0,5.2,6.7,0.67,3.03,20.3
a,c,0.9,-2.57,-0.03,1.05,-2.04,-0.18,0.73,1.52,0,4.99,4.07,0.18,1.22,4.97
d,e,0.97,0.02,0.6,-0.36,-1.09,0.23,-1.23,-0.19,0,5.54,5.38,0.3,1.43,7.69
a,a,-0.47,0.94,-0.61,-0.65,-0.94,-0.02,0.91,-0.13,1,2.41,8.17,0.8,1.25,10.21
a,e,-1.84,0.4,1.49,0.36,-0.18,-2.01,0.9,0.7,1,7.04,11.469999999999999,0.37,2.7,30.97
d,e,1.08,-0.6,-0.02,0.76,-0.56,0.73,2.58,0.12,0,4.25,8.83,0.83,5.88,51.92
c,b,0.96,1.13,0.7,0.64,1.85,0.4,-2.28,-0.12,1,10.08,17.22,0.92,1.09,18.77
c,b,2.03,-0.25,-0.35,-0.39,0.67,0.08,-1.27,0.58,0,5.94,5.45,0.84,6.25,34.06
d,c,1.94,-0.96,1.47,-0.15,0.42,1.22,-1.88,-0.79,1,7.86,13.03,0.85,1.18,15.38
c,e,0.62,-0.39,-0.06,-0.29,-2.16,0.37,-0.06,-0.04,0,3.77,4.81,0.23,1.3,6.25
b,e,0.11,0.22,1.27,-2.53,-0.35,1.0,0.06,-0.31,1,6.62,12.51,0.45,2.22,27.77
e,e,-1.06,-0.5,-0.43,0.07,0.76,0.94,-0.54,1.12,1,6.51,12.09,0.6,1.67,20.19
a,e,0.64,0.41,-0.23,-0.27,-0.3,0.18,-0.44,-2.2,1,3.46,9.2,0.61,1.64,15.09
b,b,0.64,-0.69,-0.81,0.12,-0.92,1.52,-0.97,0.18,1,4.44,11.219999999999999,0.79,1.27,14.25
d,c,-0.44,0.83,0.27,1.71,-0.08,-0.49,-1.96,-0.08,0,4.64,4.66,0.45,1.82,8.48
c,d,-0.99,0.08,2.79,0.37,2.26,-0.04,0.43,0.87,0,11.99,9.25,0.9,10.0,92.5
b,d,1.14,0.53,1.43,-1.22,0.97,-0.41,-0.85,-0.16,1,10.49,16.43,0.91,1.1,18.07
e,e,-0.33,-0.06,1.7,0.72,0.08,-1.17,0.84,-0.89,0,5.07,6.43,0.56,2.27,14.6
b,b,1.04,-0.53,0.31,0.22,-0.41,-0.05,-0.37,-0.38,1,4.3,10.120000000000001,0.8,1.25,12.65
c,d,0.45,2.24,1.08,1.3,-1.07,-1.78,-0.18,-0.54,1,10.09,16.259999999999998,0.81,1.23,20.0
c,a,0.18,-0.38,0.88,-0.88,-0.65,0.29,0.02,0.65,0,4.48,6.07,0.64,2.78,16.87
a,b,-1.16,-0.04,-0.32,0.27,-1.96,-0.99,-1.02,-0.39,0,2.8,1.8399999999999999,0.21,1.27,2.34
d,b,0.84,1.54,0.45,-1.97,-0.98,0.56,-0.38,0.55,1,8.23,13.71,0.57,1.75,23.99
b,a,-0.79,-0.25,-0.27,1.25,-1.61,0.5,0.95,-0.78,0,3.17,5.75,0.64,2.78,15.98
d,e,-0.56,-0.46,0.37,-0.84,0.69,-0.63,0.48,-0.07,1,2.67,8.51,0.35,2.86,24.34
a,c,-0.65,-2.42,-0.72,1.49,-0.68,-0.22,-0.23,-0.17,0,3.08,3.42,0.17,1.2,4.1
a,c,-0.22,-0.22,1.11,-0.09,-0.83,-0.42,0.53,-0.36,1,3.62,7.57,0.42,2.38,18.02
e,e,0.79,-0.89,0.42,-0.97,0.26,1.6,0.43,0.87,1,8.21,14.75,0.78,1.28,18.88
a,b,0.87,-0.57,-0.1,0.66,-0.6,-1.01,-1.14,0.1,0,3.84,3.44,0.39,1.64,5.64
e,e,2.01,0.83,1.66,-1.08,-1.92,0.37,-1.71,0.32,0,10.98,5.3100000000000005,0.51,2.04,10.83
b,b,-0.74,-0.44,0.48,-0.12,-0.07,0.06,0.55,-1.33,0,2.67,7.220000000000001,0.31,1.45,10.47
e,a,-0.85,0.18,-1.54,1.54,1.78,-0.79,-0.37,-1.45,1,5.81,13.14,0.74,1.35,17.74
c,a,0.78,-0.9,-0.43,-1.62,-0.17,0.6,0.43,-0.27,1,2.34,8.18,0.65,1.54,12.6
e,d,-1.17,0.05,0.69,0.22,-0.29,-0.24,0.15,-2.39,0,3.98,6.04,0.26,1.35,8.15
a,c,0.89,-0.03,0.57,1.91,-0.8,0.2,-0.8,1.31,0,6.39,5.49,0.72,3.57,19.6
c,b,-0.81,-0.79,-0.32,-0.16,-2.11,1.69,-2.08,-0.6,1,2.43,5.37,0.38,2.63,14.12
c,b,0.85,1.13,-0.25,1.64,0.33,-1.11,0.24,1.69,1,8.6,15.74,0.79,1.27,19.99
d,d,0.72,0.32,1.17,-0.74,0.41,1.27,-0.69,0.01,1,7.64,15.09,0.91,1.1,16.6
e,c,0.22,0.62,1.34,-1.62,0.77,-0.04,-0.22,-0.51,1,5.96,10.67,0.75,1.33,14.19
e,d,-0.63,0.49,1.72,1.71,0.45,1.02,-0.53,0.51,1,9.16,17.48,0.92,1.09,19.05
e,e,-1.36,0.42,1.04,-1.1,-0.64,-0.28,-0.43,-1.44,1,5.69,8.84,0.28,3.57,31.56
b,d,0.4,0.12,0.72,0.75,-0.56,-0.64,-0.87,-0.9,0,4.33,5.34,0.49,1.96,10.47
b,c,-0.24,-0.86,-1.21,-0.43,-0.09,-1.31,-1.59,0.11,0,2.2,1.5,0.22,1.28,1.92
e,e,1.36,0.45,2.59,-2.2,0.08,2.63,0.76,1.13,1,13.19,21.36,0.96,1.04,22.21
b,e,2.27,1.31,-0.51,-1.55,-1.19,-0.26,-0.19,-1.65,1,8.01,13.75,0.74,1.35,18.56
e,e,-0.88,0.16,0.83,-0.91,-0.17,-0.1,0.26,-0.27,1,3.67,8.16,0.38,2.63,21.46
c,c,-0.82,0.98,-0.49,0.02,-0.8,0.33,-1.13,0.32,1,2.92,6.5600000000000005,0.7,1.43,9.38
c,c,0.71,-1.37,-0.98,0.13,0.16,-1.07,0.43,-0.8,0,2.41,5.43,0.3,1.43,7.76
d,e,-1.69,0.91,-1.43,0.51,-0.37,-1.93,-0.86,0.53,1,4.58,8.25,0.43,2.33,19.22
e,c,-0.7,1.12,-1.12,0.44,-0.88,0.92,0.09,-0.8,1,5.63,11.15,0.78,1.28,14.27
b,a,-0.06,0.52,-1.13,1.5,1.2,0.01,2.34,-0.04,0,5.59,10.21,0.78,4.55,46.46
b,e,0.64,-0.05,-0.39,0.05,-0.27,-0.5,-0.6,0.33,1,4.79,9.65,0.73,1.37,13.22
d,c,-2.01,0.15,1.2,0.2,-0.15,-0.24,-0.39,0.11,0,3.8,5.3,0.25,1.33,7.05
b,c,-0.03,0.03,1.93,-1.72,-2.41,1.11,-0.13,-0.31,1,6.32,10.719999999999999,0.26,3.85,41.27
b,e,-2.11,-0.58,1.53,2.3,-0.24,0.25,1.72,0.21,1,6.62,14.22,0.59,1.69,24.03
a,a,-0.46,-0.12,0.39,0.12,0.28,1.64,0.16,0.41,1,5.31,12.059999999999999,0.91,1.1,13.27
d,d,1.77,0.07,0.85,0.26,1.15,-0.88,-0.45,-1.14,1,8.43,14.4,0.73,1.37,19.73
d,b,-2.1,-0.71,0.92,-0.37,0.52,-0.78,-0.88,1.59,1,6.6,11.01,0.43,2.33,25.65
c,a,-0.66,0.38,1.6,0.17,-0.11,0.78,0.39,-0.92,0,4.49,6.87,0.54,2.17,14.91
d,a,1.28,-1.07,-1.6,1.35,1.66,-0.17,0.85,-1.44,1,6.5,14.96,0.79,1.27,19.0
d,e,-0.65,-1.4,-0.37,-0.61,0.49,-0.2,0.94,1.15,0,4.58,6.14,0.41,1.69,10.38
b,b,0.31,-0.38,1.18,-0.8,0.13,-0.85,1.16,1.93,1,7.5,13.46,0.82,1.22,16.42
a,d,-1.43,-1.77,0.63,-1.32,0.45,0.18,-1.46,0.98,0,6.29,4.01,0.32,1.47,5.89
d,c,1.2,0.62,0.09,0.96,-1.02,-0.03,-0.39,0.33,1,5.26,11.05,0.66,1.52,16.8
d,c,0.6,-0.03,-1.28,1.46,-0.56,0.1,0.78,-0.58,1,2.43,8.84,0.61,1.64,14.5
b,b,0.04,-0.35,0.51,-1.25,1.7,-0.8,-1.05,3.66,1,10.85,16.689999999999998,0.89,1.12,18.69
c,c,0.24,-1.08,0.95,0.2,-0.24,-0.35,0.32,-0.02,0,3.8,5.5,0.27,1.37,7.54
e,c,-0.29,-0.77,1.22,1.77,-0.64,0.25,0.75,-0.22,0,4.58,7.1899999999999995,0.39,1.64,11.79
a,a,0.95,-1.12,-0.04,-0.28,0.56,1.26,0.04,-1.48,1,5.38,12.62,0.57,1.75,22.08
e,a,-0.03,0.56,-1.04,-0.06,0.57,1.56,-0.88,-0.39,0,4.88,6.79,0.79,4.76,32.32
e,e,0.02,0.47,0.44,0.43,-0.35,0.69,-1.28,-0.09,0,4.76,5.5,0.84,6.25,34.38
e,d,-0.08,-0.22,-1.61,1.58,0.8,-0.66,1.14,-2.03,1,5.8,13.22,0.41,2.44,32.26
e,e,1.0,-1.49,1.04,1.21,-0.21,0.9,1.4,1.63,0,8.87,7.33,0.57,2.33,17.08
c,e,1.15,0.09,0.21,-2.0,1.35,1.32,1.11,1.7,1,9.47,17.65,0.88,1.14,20.12
d,e,-0.26,-2.18,-0.13,-0.7,0.35,0.83,-1.04,-1.79,0,3.06,5.57,0.23,1.3,7.24
c,c,0.36,0.05,1.2,-0.53,-0.64,0.61,-0.23,-0.13,0,4.12,5.13,0.37,1.59,8.16
e,e,0.47,-0.61,-0.32,-1.08,0.58,-1.06,-0.57,-1.01,0,4.94,4.3,0.71,3.45,14.84
a,e,0.55,0.43,-0.22,-0.47,0.57,-0.58,0.71,-0.52,0,4.02,5.9,0.58,2.38,14.04
e,d,-0.73,0.87,0.33,-0.3,-0.64,0.14,-1.93,0.57,1,6.42,10.1,0.83,1.2,12.12
c,a,-2.1,0.49,0.26,1.4,-0.86,0.58,0.5,-0.23,0,4.16,7.029999999999999,0.74,3.85,27.07
e,c,-1.22,-1.06,-1.71,-1.16,0.03,-1.14,-0.93,-0.81,0,1.27,1.5499999999999998,0.26,1.35,2.09
a,c,1.4,-0.27,0.35,0.52,0.01,1.36,2.45,-2.81,0,6.67,9.059999999999999,0.44,1.79,16.22
d,e,0.89,0.05,0.54,-0.68,1.63,-0.34,0.42,-0.71,0,7.27,7.8100000000000005,0.65,2.86,22.34
e,b,-0.34,0.48,-0.04,0.11,-1.31,0.93,-0.41,-0.65,1,4.18,9.73,0.45,2.22,21.6
c,b,1.18,0.85,0.55,0.54,-0.37,-0.28,0.73,1.73,1,9.09,16.64,0.91,1.1,18.3
e,a,0.43,-0.13,-1.3,0.21,1.19,0.96,0.04,-0.08,0,4.44,7.93,0.86,7.14,56.62
e,e,1.16,-1.41,-1.21,-1.15,-1.03,-0.5,0.67,0.19,0,4.0,3.84,0.4,1.67,6.41
b,b,0.51,-0.12,-0.28,-0.61,0.49,-0.39,-0.06,-2.17,1,3.8,10.530000000000001,0.51,1.96,20.64
d,b,-0.72,0.27,1.63,0.46,1.08,-0.01,-0.73,0.63,0,6.65,6.720000000000001,0.67,3.03,20.36
d,c,-0.89,-1.3,-0.26,-0.04,-1.41,-0.6,0.04,-0.01,0,1.5,2.94,0.29,1.41,4.15
c,e,0.25,-1.87,0.4,-1.35,0.15,-0.92,-0.75,-0.77,0,3.64,4.03,0.36,1.56,6.29
e,b,1.21,1.22,-0.06,-1.5,-1.81,-0.92,-0.79,0.28,1,5.86,9.969999999999999,0.43,2.33,23.23
a,e,-1.22,1.66,0.71,-0.75,0.82,-0.31,0.99,0.47,0,8.49,6.07,0.68,3.13,19.0
a,b,-2.27,1.0,0.21,0.15,-0.75,0.37,0.85,1.42,0,5.6,5.29,0.44,1.79,9.47
e,c,-2.03,-0.66,-0.67,-0.01,-0.55,0.9,-0.14,0.45,0,3.45,4.02,0.55,2.22,8.92
d,b,0.1,0.69,0.03,0.71,-0.38,-0.19,1.83,0.84,1,3.68,11.67,0.73,1.37,15.99
e,a,-0.21,1.0,0.87,1.32,-0.23,-0.96,-0.76,-0.75,1,5.59,10.52,0.82,1.22,12.83
b,c,0.64,-0.64,0.62,-1.35,1.8,-1.91,-0.47,-0.45,1,5.84,10.59,0.65,1.54,16.31
d,d,-1.46,-1.9,0.47,0.59,0.42,-1.39,-0.28,-0.21,0,3.14,5.07,0.15,1.18,5.98
b,c,-0.58,-1.22,-0.61,0.18,-0.56,0.85,0.19,0.71,0,3.68,6.2,0.5,2.0,12.4
b,c,-0.78,-0.13,-0.39,-0.63,0.47,0.04,0.59,0.02,1,2.53,8.879999999999999,0.49,2.04,18.12
c,d,0.36,-0.37,0.36,-0.76,-1.14,-0.98,0.7,-0.59,1,3.21,6.890000000000001,0.35,2.86,19.71
c,b,-1.36,-1.45,-1.94,1.83,0.11,0.31,-0.54,-1.62,1,2.46,8.67,0.24,4.17,36.15
d,d,0.03,0.49,0.5,-0.16,1.47,-0.88,0.07,0.24,1,7.49,13.18,0.83,1.2,15.82
c,d,1.58,0.61,-0.8,0.19,-0.23,1.57,-0.56,-1.41,1,7.85,15.69,0.88,1.14,17.89
a,d,0.55,0.31,0.91,0.66,1.04,-1.31,-2.01,-1.79,1,6.9,12.11,0.6,1.67,20.22
c,d,1.31,2.21,-0.64,-1.07,0.97,-0.11,1.25,-0.53,1,10.13,17.439999999999998,0.96,1.04,18.14
c,c,-0.25,1.51,0.14,-0.15,-0.44,0.58,0.04,0.6,0,5.05,5.43,0.63,2.7,14.66
d,c,0.65,-0.29,-0.78,0.68,0.57,-0.37,-0.62,-0.22,1,3.52,7.99,0.61,1.64,13.1
a,c,0.41,0.54,-1.92,-2.63,0.29,-2.43,-0.42,0.96,0,5.78,1.65,0.36,1.56,2.57
e,a,0.07,-1.64,-1.2,1.91,2.01,1.4,-0.92,-0.53,1,5.96,14.72,0.75,1.33,19.58
b,d,0.25,0.21,-1.32,-0.72,-0.19,1.26,-0.25,0.18,0,4.0,5.77,0.75,4.0,23.08
b,b,-0.85,-0.41,-0.15,1.2,1.98,1.08,0.31,-1.15,1,6.63,14.86,0.65,1.54,22.88
a,e,0.42,-1.24,-0.47,-1.65,-0.64,-1.47,0.24,1.41,1,5.97,8.24,0.32,3.12,25.71
d,b,-0.01,-1.33,-0.09,-0.14,0.09,-0.57,-0.6,-0.02,0,1.85,5.24,0.28,1.39,7.28
d,c,0.74,0.32,0.92,-0.88,-3.05,-0.4,0.4,-0.02,0,4.64,3.9,0.14,1.16,4.52
e,d,0.51,-0.53,0.05,-0.58,0.17,0.24,-0.33,0.55,1,5.13,10.690000000000001,0.63,1.59,17.0
e,a,0.09,-1.21,0.26,0.45,-0.13,3.15,1.48,1.4,1,7.86,17.619999999999997,0.91,1.1,19.38
b,a,-0.75,0.94,1.05,-0.55,-0.48,0.3,-1.26,0.43,1,5.74,10.45,0.54,1.85,19.33
d,d,-1.01,-1.79,-0.83,-1.06,0.12,-1.05,-1.92,-1.76,0,3.21,2.48,0.21,1.27,3.15
c,e,0.79,-1.44,-1.32,1.78,0.38,0.2,0.57,-0.46,1,4.55,11.71,0.58,1.72,20.14
b,e,0.1,-0.08,0.83,-0.41,-0.52,0.18,-0.05,-1.73,1,3.26,9.04,0.43,2.33,21.06
c,a,1.77,-0.65,0.64,-1.24,0.92,-0.7,1.35,-0.33,0,6.49,6.8,0.79,4.76,32.37
c,c,-1.59,0.84,-2.28,0.61,1.6,0.16,-0.52,-1.09,0,6.08,4.9,0.58,2.38,11.66
a,a,1.46,1.59,-1.14,0.16,0.17,-1.28,-0.36,-0.86,1,7.85,14.05,0.92,1.09,15.31
e,d,0.43,-1.4,0.11,-0.02,1.28,0.42,0.02,0.17,1,6.5,12.81,0.68,1.47,18.83
d,e,0.76,0.13,1.11,-0.55,1.31,-0.05,1.06,0.55,1,8.4,16.64,0.9,1.11,18.47
b,b,0.76,0.37,-0.78,-1.0,1.44,1.76,0.15,0.58,1,8.99,18.04,0.93,1.08,19.48
e,c,-0.35,-1.18,-0.56,-0.58,0.83,1.7,1.62,-1.32,0,5.53,7.390000000000001,0.5,2.0,14.78
b,e,0.44,-0.1,0.83,-1.58,-1.01,-1.3,0.33,0.51,1,5.7,9.370000000000001,0.3,3.33,31.2
d,d,-0.38,0.09,-0.93,0.22,1.14,1.05,0.03,-0.51,1,5.69,12.66,0.85,1.18,14.94
d,c,-1.39,1.11,-1.15,0.16,0.74,0.65,-0.7,-0.34,1,3.9,8.620000000000001,0.53,1.89,16.29
d,c,-0.83,-0.22,1.46,0.43,-0.17,-1.06,-0.49,0.28,0,4.17,4.33,0.27,1.37,5.93
a,a,0.5,1.22,0.25,0.42,0.37,0.9,1.68,-0.46,1,6.73,16.310000000000002,0.95,1.05,17.13
a,d,0.28,-2.19,0.99,0.1,0.21,-0.12,0.2,0.85,1,7.27,13.13,0.71,1.41,18.51
e,e,-0.09,-1.5,-0.8,1.62,0.83,1.22,0.5,-0.07,1,4.82,13.08,0.56,1.79,23.41
a,a,-0.53,-0.51,-1.33,-0.22,0.55,-1.22,-0.8,0.21,1,1.75,6.35,0.72,1.39,8.83
e,d,0.42,-0.73,0.39,-0.58,1.94,0.43,0.33,0.23,0,9.02,8.14,0.78,4.55,37.04
c,c,-1.7,0.45,-1.63,1.0,0.28,-0.41,0.47,1.2,0,4.35,4.07,0.42,1.72,7.0
b,c,2.48,1.69,-0.39,-0.51,0.25,0.85,1.98,0.39,1,11.08,19.48,0.92,1.09,21.23
c,c,-1.12,-0.57,0.39,0.67,0.35,1.84,1.51,-1.09,1,3.67,11.129999999999999,0.74,1.35,15.03
e,e,0.44,-1.45,-0.98,-0.71,-0.03,-1.42,0.2,0.43,1,4.0,7.32,0.61,1.64,12.0
b,c,-0.15,-0.72,0.6,0.42,-0.47,1.66,1.77,-1.28,1,3.5,11.04,0.47,2.13,23.52
d,d,-0.02,-1.73,0.75,1.04,0.67,-0.17,-0.81,-1.07,0,5.23,5.6899999999999995,0.42,1.72,9.79
e,c,1.63,0.44,0.07,-0.72,0.26,1.14,0.2,-0.76,1,7.36,14.26,0.84,1.19,16.97
a,b,-0.18,0.79,1.83,-0.36,-1.89,-0.38,0.64,0.24,0,6.08,4.37,0.22,1.28,5.59
e,d,-1.36,0.35,0.59,-0.48,-1.49,-0.5,1.45,0.11,0,5.78,5.15,0.59,2.44,12.57
c,e,0.15,0.47,2.31,0.92,0.38,-0.06,-0.8,0.14,0,7.28,6.51,0.78,4.55,29.62
c,a,0.38,-0.17,-0.16,0.78,-1.09,1.08,0.09,-0.58,1,2.73,8.74,0.81,1.23,10.75
d,a,-0.15,-1.53,0.65,0.15,1.47,1.09,-0.82,-0.59,1,5.16,12.82,0.71,1.41,18.08
e,e,0.89,2.6,0.74,-1.63,1.05,1.49,1.05,-0.21,1,12.99,21.36,0.91,1.1,23.5
e,d,-0.09,1.4,-0.1,1.31,0.5,0.12,0.25,-0.68,1,7.57,15.37,0.92,1.09,16.75
d,e,-1.97,-0.12,1.11,0.25,0.24,1.46,1.34,-2.13,1,5.77,12.95,0.51,1.96,25.38
e,a,0.73,0.95,-0.91,-1.22,-0.53,0.63,-0.25,-1.28,1,4.57,10.34,0.53,1.89,19.54
a,e,-1.36,-0.04,1.81,0.76,-0.0,0.42,-0.17,-1.45,0,4.87,6.37,0.52,2.08,13.25
c,c,-0.21,0.48,-0.6,0.08,1.8,1.37,-2.14,-1.67,0,4.98,5.62,0.82,5.56,31.25
d,e,-0.7,-0.89,-1.23,1.43,-0.29,-2.43,0.61,-1.51,0,3.16,3.85,0.29,1.41,5.43
d,a,1.46,-0.25,-0.64,-0.45,-1.31,0.28,-0.51,0.71,0,5.37,4.96,0.79,4.76,23.61
b,e,1.57,0.58,0.51,-1.08,-1.53,0.03,1.44,-1.88,1,7.1,13.79,0.37,2.7,37.23
b,b,1.02,-0.38,0.56,0.88,0.29,-0.51,0.36,0.76,1,7.11,15.08,0.72,1.39,20.96
e,a,-1.11,-0.56,-0.79,0.01,0.34,0.13,1.02,0.58,1,4.23,9.85,0.71,1.41,13.89
a,e,-0.57,-1.01,-0.2,-0.1,1.73,-1.16,0.59,0.23,1,4.26,10.59,0.6,1.67,17.69
d,e,0.62,0.86,1.02,-0.52,0.64,1.3,0.26,0.1,1,9.07,17.509999999999998,0.78,1.28,22.41
d,d,0.17,2.21,-0.44,-0.77,0.11,-0.05,1.51,1.07,1,8.63,15.41,0.85,1.18,18.18
e,d,0.66,-0.46,0.54,1.19,-0.2,-0.34,1.38,0.03,0,6.74,7.71,0.61,2.56,19.74
